1007654522,Isabella Acosta,3.5,4.2,3.8,3.9,4.0,4.5,3.7,4.1
1008166443,Juan David Alcaraz,4.0,3.5,3.2,3.0,3.3,3.8,3.1,4.0
1002445677,Camila Alvarez,2.8,3.2,2.9,2.7,3.1,3.0,3.3,3.0
1307654321,Andrea Arrieta,4.3,4.5,4.2,4.4,4.3,4.5,4.0,4.2
1406543210,Daniela Arteaga,3.0,2.5,2.8,2.7,3.0,2.9,2.7,3.1
1708765432,Santiago Bedoya,4.5,4.7,4.6,4.8,4.7,4.5,4.8,4.6
1901234567,Antonia Blandon,2.5,2.5,2.7,2.6,2.9,2.7,2.4,3.1
1016553311,Valentina Cardona,3.7,3.5,3.9,3.8,3.6,3.7,3.8,3.8
1040977643,Luis Castaño,2.9,3.0,2.7,2.8,2.6,2.9,2.5,3.0
1802345678,Matías Chalá, 4.2,4.5,4.3,4.6,4.4,4.7,4.5,4.3
1208765432,María Córdoba, 3.2,3.9,3.5,3.1,3.3,3.6,3.0,3.2
1001224667,Diego Córdoba, 4.1,4.4,4.2,4.3,4.1,4.5,4.3,4.0
101234567,Javier Correa, 2.7,3.0,2.8,2.6,2.9,2.5,3.2,3.2
1009776553,Alejandro David, 3.9,4.0,3.8,3.7,3.9,4.0,3.7,3.8
1106653110,Catalina Díaz, 2.8,3.1,2.9,2.7,2.8,2.6,3.0,3.1
1040988544,Natalia Espitia, 4.0,4.3,4.2,4.1,4.1,4.5,4.1,4.3
1502345678,Lucas Fernandez, 3.1,3.3,3.0,3.2,3.1,3.4,3.2,3.0
1107754221,Pedro Florez, 4.3,4.5,2.7,4.4,4.3,4.5,4.2,4.4
1102335677,Martina Franco, 2.9,3.2,3.0,2.8,3.1,2.8,3.0,3.3
1108865422,Lucas García, 4.2,4.4,4.3,4.1,4.5,4.3,4.4,4.2
1203553511,Felipe Giron, 3.8,3.7,3.6,3.9,3.7,3.5,3.6,3.9
1040633522,Carlos Gutierrez, 4.0,4.1,4.0,4.0,4.2,4.1,4.0,4.1
1101135567,Sofia Henao, 2.5,2.8,2.9,2.4,2.7,2.5,2.7,3.0
1109776533,Daniel Liso, 3.9,4.2,3.8,4.1,4.0,4.2,4.1,4.0
1106552110,Antonella Londoño, 2.7,2.9,2.8,2.7,2.6,2.5,2.7,3.1
1040976773,Juan Diego Machado, 4.1,4.3,4.2,4.1,4.0,4.3,4.2,4.1
1006543210,Lucia Manco, 3.0,3.2,3.1,3.0,3.2,3.1,3.0,3.0
1107734355,Sofia Mejia, 4.2,4.4,4.3,4.2,4.1,4.4,4.3,4.2
1402345678,Samuel Montalvo, 3.1,3.2,3.0,3.1,3.0,3.2,3.1,3.0
1102375688,Leonardo Morales, 4.0,4.1,4.0,4.2,4.1,4.5,4.2,3.9
1108785931,Mateo Munera, 4.0,3.1,3.1,4.0,3.1,3.4,3.6,3.9
1101336788,Laura Muñoz, 4.1,3.6,3.3,3.1,3.2,3.7,3.4,4.2
1109878641,Valentina Murillo, 4.2,4.3,4.0,4.3,3.9,4.0,3.6,3.5
1108765432,Sofia Ocampo, 4.0,4.1,3.9,3.6,3.8,4.2,3.9,4.0
1101234567,Leonardo Ortiz, 3.8,3.9,3.7,3.9,3.5,3.4,3.3,3.2
1109876543,Juan Palacio, 2.5,2.7,2.5,2.0,2.8,3.0,2.5,3.5
1106543210,Andrea Pelaez, 3.7,3.9,3.8,3.7,3.6,3.5,3.7,4.0
1028736522,Paula Pereira, 3.9,3.2,3.0,3.8,3.1,3.8,3.0,3.3
1107654321,Laura Perez, 3.3,3.5,3.7,3.4,3.3,3.3,3.2,4.4
1206543210,Laura Ramirez, 3.4,3.7,3.3,3.5,3.4,3.8,3.6,3.2
1102345678,Sebastian Rodriguez, 4.1,4.2,4.1,4.1,4.3,4.2,4.1,4.2
1001234567,Matias Romero, 3.1,3.2,3.0,3.4,3.1,3.0,3.3,3.5
1809876543,Valeria Sanchez, 3.8,3.9,3.7,3.9,3.5,3.4,3.3,3.2
1040744921,Emily Sepulveda, 3.1,3.2,3.0,3.1,3.5,3.4,3.3,3.2
1607654321,Manuel Silva, 4.2,4.3,4.0,4.3,3.5,3.4,3.3,3.2
1202345678,Martin Trujillo, 4.0,4.1,3.8,3.7,3.6,3.4,3.6,3.9
1008765432,Ana Urzola, 4.3,4.5,2.7,4.4,4.3,4.0,3.7,3.8
1409876543,Paula Valencia, 3.5,4.2,3.8,3.9,3.1,3.8,3.0,3.3
1407654321,Manuel Vargas, 3.1,3.2,3.0,3.1,3.0,4.0,3.7,3.8
1609876543,Gabriel Vasquez, 4.3,4.5,4.2,4.4,3.1,3.0,3.3,3.5
